the_geom,ParkNumber,ParkName,IniPlntSn,DatColMthd,Acres
"MULTIPOLYGON (((-73.9278178187352 40.8700984258442, -73.92788405345809 40.87000471826935, -73.92803816942266 40.87001296480547, -73.92819945650194 40.87009459462793, -73.9281866286796 40.87016578919328, -73.92811915464544 40.87017275748767, -73.92800779296154 40.87015792095009, -73.92791975883364 40.870148551338175, -73.92782885947965 40.87011884863151, -73.9278178187352 40.8700984258442)))",M042,Inwood Hill Park,2014 Fall,GPS,0.10385319
"MULTIPOLYGON (((-73.92692737176272 40.87363491400799, -73.92697237420103 40.8735604901291, -73.92703286078711 40.873601186333886, -73.92711867364537 40.87355987483342, -73.92712968433094 40.87358748715364, -73.92704169543927 40.873620438954774, -73.92698036970057 40.87362980936874, -73.92692737176272 40.87363491400799)))",M042,Inwood Hill Park,2014 Fall,GPS,0.01579316
"MULTIPOLYGON (((-73.92652110544863 40.876023535502526, -73.92659297609833 40.876098387465134, -73.92659014034723 40.87617823911915, -73.92647889142374 40.876246830494054, -73.9264571395932 40.876295130505845, -73.92637857373904 40.876288279028365, -73.92639086534112 40.87625632495545, -73.92643405141952 40.876165868777456, -73.92648943527563 40.87616140162996, -73.92651998607828 40.87613253974067, -73.92649327875728 40.87610157836954, -73.92648651365583 40.876051624901514, -73.92647538091403 40.876025906180544, -73.92652110544863 40.876023535502526)))",M042,Inwood Hill Park,2014 Fall,GPS,0.05874507
"MULTIPOLYGON (((-73.93044622173603 40.86789507671318, -73.93050704588012 40.867893634756825, -73.93062539464758 40.867830001768176, -73.93060080596035 40.86786966613516, -73.93059428193595 40.86791275962029, -73.93057109887341 40.86793990712673, -73.9305356934698 40.867965591180436, -73.93048218962574 40.86793498555306, -73.93044622173603 40.86789507671318)))",M028,Fort Washington Park,2014 Fall,GPS,0.02146928
"MULTIPOLYGON (((-73.91751332684406 40.88800392284459, -73.9175799036122 40.88803656169005, -73.91762084887148 40.88803041898923, -73.91765808435716 40.88806592650423, -73.91763044007612 40.88806759879328, -73.9176036515392 40.8881073766485, -73.91757361028743 40.888100508805444, -73.91752717767169 40.888099508516525, -73.91748974296966 40.88808784028127, -73.91744980289445 40.88804125840296, -73.91743518919165 40.88801162466515, -73.91751332684406 40.88800392284459)))",X259,Raoul Wallenberg Forest,2014 Fall,GPS,0.0307737
"MULTIPOLYGON (((-73.91885248462731 40.887902944272064, -73.91884771670196 40.88766506674993, -73.91894243846312 40.887607595855215, -73.9190668486916 40.88757950424742, -73.91916851656659 40.88757250397296, -73.91920507980527 40.88750260323307, -73.91916443378965 40.88745820152606, -73.91916586620411 40.887358466499556, -73.9192575375603 40.88730609175907, -73.91929699116395 40.887301537678155, -73.91932034082687 40.887451514639054, -73.91934040310935 40.88751505254462, -73.91937254324814 40.88759924612625, -73.91938536969853 40.88763759057403, -73.91946079291768 40.88768090887515, -73.91947054306367 40.887764001716214, -73.91946566623318 40.887803239690214, -73.91939372752418 40.88787366150461, -73.91939186879449 40.88801309144644, -73.91938291233909 40.88811214044132, -73.91932895640323 40.88809783094342, -73.9192807802252 40.888062041669656, -73.91919077997575 40.88804294512557, -73.91919188124636 40.88790519496389, -73.91905995577956 40.88799678280204, -73.91894478502373 40.88796122193798, -73.91885248462731 40.887902944272064)))",X142,Riverdale Park,2014 Fall,GPS,0.62848828
"MULTIPOLYGON (((-73.79486027067786 40.87169535438746, -73.79486085532534 40.87166926731104, -73.79498018150112 40.87169081740007, -73.79515980730038 40.87172893358673, -73.79537416211204 40.871751061635734, -73.795324790167 40.87182130599998, -73.79527624613438 40.87186111342635, -73.79522040837182 40.871963076862386, -73.79518787810532 40.87205669627045, -73.79507274120702 40.87206938598947, -73.79496803060151 40.87204587818705, -73.79482552199339 40.872023010877335, -73.79474052605552 40.87213333191548, -73.79462941083533 40.87211939093267, -73.7946709482439 40.87200845866666, -73.7947473496832 40.87191385036079, -73.79480071951137 40.87182225821655, -73.79483241894644 40.87171507964801, -73.79486027067786 40.87169535438746)))",X039,Pelham Bay Park,2014 Fall,GPS,0.42827975
"MULTIPOLYGON (((-74.24901996044986 40.49727211608081, -74.24899625784572 40.49725431894288, -74.24893837877927 40.49721272280634, -74.24887481928492 40.4972017192789, -74.24886230167034 40.4971663932826, -74.2488131556685 40.497146380140606, -74.24876536765807 40.497144814164514, -74.24872118942451 40.49711219355008, -74.24868061364121 40.497085867045, -74.24869106519783 40.497056691421456, -74.24873511496462 40.49704305371934, -74.24873553668061 40.497017840567736, -74.24869935075316 40.49699764889351, -74.2486842658407 40.496972958339825, -74.24865440712553 40.49695520869341, -74.24861472951332 40.4969565815309, -74.24857750988666 40.49693564371463, -74.24856497824476 40.49688062034597, -74.24860421384274 40.49692091977234, -74.24865503378128 40.496898178347365, -74.24869130479823 40.496917161335155, -74.24869620823057 40.49695863738737, -74.2487341949417 40.496973940665114, -74.24879286941024 40.49699605754003, -74.2488393434706 40.49705000048413, -74.24890079972114 40.49709528289983, -74.24894108557268 40.49708933213262, -74.24899408577677 40.49711989381112, -74.2490386632972 40.49717100230826, -74.2490623159307 40.49718900666866, -74.24909029580166 40.49720013236088, -74.2491475028562 40.49722154442094, -74.24914127393514 40.49726543284004, -74.24909442614634 40.49726928977336, -74.24907408178314 40.497267602209874, -74.24901996044986 40.49727211608081)), ((-74.24785314173096 40.49642462246868, -74.24790133356285 40.49641402894716, -74.24795085933953 40.49644537937567, -74.24800507260557 40.49647376770254, -74.24803819571181 40.49650221960614, -74.24805280404127 40.49653558521418, -74.24801212363177 40.49654640390692, -74.24792853040601 40.49650012963384, -74.24785901983849 40.49648288149628, -74.24781629246223 40.49646178062713, -74.24784589470657 40.49644991699958, -74.24785314173096 40.49642462246868)), ((-74.2484214270785 40.496934621931736, -74.24844613889567 40.49690693915902, -74.24847013473911 40.49693610681235, -74.24849698867462 40.49696332401924, -74.24847802460705 40.49702418351964, -74.24846501131476 40.49706714823696, -74.24847368018784 40.497103594769456, -74.24842108108402 40.49707932310993, -74.24839728168169 40.49704175664562, -74.24838883619145 40.497010177007446, -74.24838081074982 40.49699672509979, -74.24841207915634 40.49695956173338, -74.2484214270785 40.496934621931736)))",R006,Conference House Park,2014 Fall,GPS,0.19062521
"MULTIPOLYGON (((-74.24772985604473 40.49652266773671, -74.24773521742857 40.49648095605544, -74.24778919713724 40.49646447590458, -74.24781680947771 40.496464101086005, -74.24787168385537 40.49648054877422, -74.24791161886093 40.49651081318147, -74.2478729257624 40.49650944601392, -74.24781287044567 40.49649808582323, -74.2477925160057 40.49652162109874, -74.24775928870604 40.496538568847306, -74.24772985604473 40.49652266773671)), ((-74.24868558036698 40.497379726485086, -74.24870697070264 40.49735974141187, -74.24877010009547 40.49736988595541, -74.24881981036265 40.49737538219248, -74.248814633179 40.497390981654014, -74.24875715332635 40.49739328196758, -74.24872067685884 40.497403817133524, -74.24868558036698 40.497379726485086)), ((-74.24895036665308 40.49787319040161, -74.24893706994953 40.49783047992926, -74.24902158846275 40.49785754938488, -74.24895036665308 40.49787319040161)), ((-74.24666273008218 40.49875317186723, -74.24666885000245 40.49872946387758, -74.2466904887872 40.49873433607297, -74.24670002534923 40.498774356886436, -74.24666273008218 40.49875317186723)), ((-74.24907551075054 40.49724808184479, -74.24912111116251 40.49723142744363, -74.2490860887741 40.497272849670495, -74.24907551075054 40.49724808184479)), ((-74.24638551537113 40.49891186957173, -74.24638441822897 40.4989041705662, -74.24641361146075 40.49892468776852, -74.24640696464067 40.49894149338678, -74.24638551537113 40.49891186957173)), ((-74.24911555247087 40.49796695116005, -74.24912112989358 40.49794606648605, -74.24914904610131 40.497959964144414, -74.24911555247087 40.49796695116005)), ((-74.2465013415597 40.49865451403515, -74.24652473833815 40.49863099947435, -74.24653065558697 40.498644140852605, -74.2465013415597 40.49865451403515)), ((-74.246429327932 40.49860773021077, -74.2464357743249 40.49859256669351, -74.24645085375121 40.49860405212949, -74.246429327932 40.49860773021077)), ((-74.24678003481758 40.498783027181695, -74.24680036388916 40.49877023460881, -74.24679877486942 40.49878077786911, -74.24678003481758 40.498783027181695)), ((-74.24631466334688 40.498880732650186, -74.24632091138776 40.49885782317767, -74.24632374326171 40.498868897261126, -74.24631466334688 40.498880732650186)))",R006,Conference House Park,2014 Fall,GPS,0.03408117
"MULTIPOLYGON (((-73.86224157752787 40.811282720868476, -73.86227462391543 40.811208481817964, -73.86234764660746 40.81115440313164, -73.86234783830606 40.81108349179168, -73.86217120763816 40.811016607845225, -73.86202173592535 40.81093259442931, -73.86199730354656 40.81086270539715, -73.86205219003254 40.810767030059075, -73.86208666401923 40.81071820123674, -73.86220690961703 40.81071413428268, -73.86224586812395 40.81071802596815, -73.86263295125305 40.81074845461857, -73.86276018325398 40.81076522214578, -73.86287626174064 40.810783607070455, -73.86284237176558 40.810875973233244, -73.86281252912843 40.81096488718641, -73.86277327009184 40.81106298131306, -73.86273919253145 40.81115709058378, -73.86269673944757 40.81124700705263, -73.86264587293851 40.81133442900581, -73.86258060286316 40.811417691474674, -73.86245792423264 40.81138493632904, -73.8623545357587 40.81133969165593, -73.86224157752787 40.811282720868476)))",X118,Soundview Park,2014 Fall,GPS,0.86053566
"MULTIPOLYGON (((-73.86382089025503 40.81139204101823, -73.8639166796739 40.811326301559106, -73.86392093138193 40.81143566132739, -73.86392521967797 40.81154220437716, -73.86396209944814 40.81163678584163, -73.8640924280474 40.811684893797995, -73.86407037118494 40.81178365428737, -73.86412714337895 40.81186857878707, -73.86421496977948 40.81193064466064, -73.86424547327498 40.812021390498835, -73.864316823146 40.812094522027515, -73.8642367676785 40.812169082713005, -73.86418903408375 40.812251730976584, -73.86407705965308 40.81229475811151, -73.86393192941144 40.8123240926544, -73.86382391281983 40.812283947872025, -73.8637008979536 40.81225514594695, -73.86360279483014 40.812203967161345, -73.86359580825224 40.81210784779037, -73.86380662525619 40.8121414811981, -73.86392969121762 40.812141732766634, -73.86402572700402 40.81208524703716, -73.8639762037923 40.812001336900074, -73.86389290663998 40.811928045174575, -73.86382315039165 40.81185024978021, -73.8637394877473 40.811785456415244, -73.86366176324817 40.81171540299495, -73.86365225464256 40.81162211900888, -73.86370022893324 40.81153779091303, -73.86378211919339 40.81146657721225, -73.86382089025503 40.81139204101823)), ((-73.86382497748868 40.811384183592494, -73.86382089025503 40.81139204101823, -73.8637838101998 40.81141748852896, -73.86382497748868 40.811384183592494)), ((-73.863911725809 40.81131400210464, -73.86382497748868 40.811384183592494, -73.86382587584698 40.81138245659677, -73.863911725809 40.81131400210464)))",X118,Soundview Park,2014 Fall,GPS,0.70138302
"MULTIPOLYGON (((-73.7913483005688 40.871827240789926, -73.79135036308702 40.87188030143386, -73.791232262437 40.87206490365312, -73.79120707613278 40.872037437242774, -73.79115232800689 40.872045007651806, -73.79107496635349 40.8720304975855, -73.79105768137684 40.87206059490875, -73.79094738309536 40.87209347557437, -73.79087328061341 40.872017335388534, -73.79074749658591 40.87189905573642, -73.79059827966003 40.87184206044801, -73.79058623835434 40.87178084844825, -73.79052888380455 40.87179077761995, -73.79040380464582 40.871792058828824, -73.79030547733414 40.871794431285686, -73.79024211252823 40.87174736543591, -73.79012674181949 40.871799421054696, -73.79002647068609 40.87180275956716, -73.78995544587433 40.87181065188285, -73.78989122063432 40.87177767155193, -73.78989338391597 40.8717455387752, -73.78989129548224 40.87169691927525, -73.79001714485022 40.871680083144575, -73.79027235738293 40.871644452887345, -73.79029556076854 40.87163697505704, -73.79037648350455 40.87158848117325, -73.79050898683467 40.87150559748757, -73.7906901778628 40.87143856416193, -73.7907630114514 40.87142759229396, -73.79100446224533 40.87152130267729, -73.79112156919132 40.871618566006305, -73.79129928881405 40.87177038972604, -73.7913483005688 40.871827240789926)))",X039,Pelham Bay Park,2015 Spring,GPS,1.03448705
"MULTIPOLYGON (((-73.74633884021067 40.7638008852147, -73.74630468428843 40.76382304084576, -73.74626397975752 40.763891280845925, -73.74615937147938 40.76387946267226, -73.74611066359232 40.76381546970812, -73.74606177700679 40.763779732467064, -73.74608080241951 40.763761730922994, -73.74605151449002 40.76367662780054, -73.74604571313905 40.763639145776956, -73.74596413297829 40.76356669205066, -73.74595809138417 40.76346987141901, -73.74599715994306 40.76342503932251, -73.74607659657612 40.76339925278685, -73.74615718499781 40.763627485825985, -73.74620451564006 40.763665615851544, -73.74624070199947 40.76370487666298, -73.74623034331593 40.76374754782853, -73.74633884021067 40.7638008852147)))",Q001,Alley Pond Park,2015 Spring,GPS,0.1727902
"MULTIPOLYGON (((-73.7462483772848 40.76338637669522, -73.74619929501166 40.763340828044065, -73.74617866797384 40.763281277032206, -73.74621084207968 40.76327408531564, -73.74620874119434 40.76322120916075, -73.74624573583488 40.76319031767753, -73.74628307271367 40.76319362642955, -73.7463140754217 40.76318022310167, -73.74641986904415 40.763102530549006, -73.74646285517437 40.76308593334025, -73.74647870892203 40.76305509341045, -73.74707682881225 40.76271920202516, -73.74707612990998 40.762757289279904, -73.74705879918243 40.76280633792443, -73.74710529518778 40.76287056607713, -73.74702746833441 40.76289998500349, -73.74698341577194 40.76292302501672, -73.74691327332162 40.762929554519374, -73.74686708488632 40.76296922848288, -73.74677973624958 40.762971403962524, -73.74668958273907 40.76304373719236, -73.7466219816119 40.76301885428106, -73.7465159199449 40.763083674567994, -73.74626784342192 40.7632772041579, -73.74625861906753 40.763339865502324, -73.7462483772848 40.76338637669522)))",Q001,Alley Pond Park,2015 Spring,GPS,0.19191396
"MULTIPOLYGON (((-73.74668032641011 40.76381337109871, -73.74663952104322 40.763756597996775, -73.74655709129405 40.76362833204401, -73.74651921672672 40.76357360679631, -73.74650308771308 40.76349626089832, -73.74648554001988 40.763486400445544, -73.746494100683 40.76332548049646, -73.74655467409303 40.76331303187049, -73.7465522290556 40.763478752378425, -73.74660154830342 40.76346334961652, -73.74663801488376 40.763408430393774, -73.74673158455438 40.76341085858586, -73.7467723364359 40.76335830807194, -73.7468525307371 40.7633334384838, -73.74685673759826 40.763502003008234, -73.7468882793861 40.76359233292339, -73.7468877881521 40.76367141985448, -73.74682476876995 40.76376020834273, -73.74676633940324 40.76383445647796, -73.74668032641011 40.76381337109871)))",Q001,Alley Pond Park,2015 Spring,GPS,0.30182688
