assemblydist,borough,communityboard,congressionaldist,coundist,gardenname,juris,multipolygon,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,parksid,policeprecinct,statesenatedist,status,zipcode
60,B,305,8,42,Artsy Bloom Community Garden,DPR,"MULTIPOLYGON (((-73.89188661886722 40.66970140976018, -73.89190659439406 40.66977872883609, -73.89225839472465 40.669729023463894, -73.89228482221084 40.66970894959102, -73.8922685439306 40.66964516519841, -73.89188661886722 40.66970140976018)))",,,,,,,,B442-GT001,75,19,Active,"11,207"
56,B,303,8,36,American Heart Garden,DPR,"MULTIPOLYGON (((-73.9467539578183 40.69331465686615, -73.94669777428652 40.69303416967575, -73.94662637040156 40.693042369973355, -73.946618961189 40.693043220223316, -73.94667514321233 40.69332370925233, -73.9467539578183 40.69331465686615)))",,,,,,,,B441-GT001,79,25,Active,"11,206"
55,B,316,9,41,Amboy Street Garden,DPR,"MULTIPOLYGON (((-73.91430608080714 40.665036429485966, -73.91395120428503 40.665097243906104, -73.91395113922826 40.66509725466361, -73.91363114110393 40.665152091338406, -73.91361803058032 40.66517875028701, -73.91368908800686 40.6654668400855, -73.91403349534053 40.665416601520064, -73.91402001603642 40.66536429485951, -73.91400266536891 40.66529695928702, -73.91399185254954 40.665254996145705, -73.91398097738181 40.66521278801612, -73.91433810205687 40.66516069397817, -73.91430608080714 40.665036429485966)))",,,,,,,,B440-GT001,73,20,Active,"11,212"
56,B,303,8,36,All People's Church of the Apostolic Faith Community Garden,DPR,"MULTIPOLYGON (((-73.94599586307437 40.6944242894079, -73.9459789159417 40.69432517910889, -73.94567143527577 40.69435926916845, -73.94567279852019 40.694366168641366, -73.94569188399944 40.69446272704019, -73.94599664695701 40.69442785850832, -73.94599586307437 40.6944242894079)))",,,,,,,,B439-GT001,79,18,Active,"11,206"
55,B,316,8,41,700 Decatur Street Block Association Garden,DPR,"MULTIPOLYGON (((-73.91454600293581 40.683882164111914, -73.91455915198058 40.68388064570321, -73.91453173489799 40.68369443139295, -73.91443258598883 40.68370412738695, -73.91435290931413 40.68371191969501, -73.91421939776993 40.6837278133785, -73.91421254638138 40.68372862863937, -73.91421720909678 40.683751920317334, -73.9142295681958 40.68381365168463, -73.9142398892024 40.68386520661959, -73.91425012207375 40.68391631933508, -73.91425264797394 40.683928933821214, -73.91434737880063 40.6839175453288, -73.9143450297674 40.68390536322329, -73.91454600293581 40.683882164111914)))",,,,,,,,B438-GT001,73,25,Active,"11,233"
60,B,316,9,42,Gethsemane Garden,DPR,"MULTIPOLYGON (((-73.90957411598448 40.65888700541601, -73.90964271726065 40.65915646611665, -73.9097134682207 40.65914595230365, -73.90964486548586 40.6588764925445, -73.90957411598448 40.65888700541601)))",,,,,,,,B436-GT001,73,19,Closed (Other),"11,212"
54,B,304,7,34,Good Life Garden,DPR,"MULTIPOLYGON (((-73.92336666826024 40.690972701066144, -73.92330888886737 40.690939846964945, -73.92313897327584 40.691110462853615, -73.92319675154981 40.691143317038645, -73.9232516415543 40.69117452853285, -73.92330653279323 40.691205740001564, -73.92336142408253 40.69123695234447, -73.92341631424121 40.69126816375972, -73.92347409278744 40.69130101870542, -73.92353071747547 40.69133321548039, -73.92359019627504 40.69136703504653, -73.92381457217775 40.69114173396421, -73.92375509346742 40.691107912712035, -73.92369847004538 40.69107571604737, -73.9236406892167 40.69104286211233, -73.92359735481581 40.69101822141762, -73.92354289629168 40.69107290675071, -73.92353133942713 40.691066336130056, -73.92347644938081 40.6910351247688, -73.92342155938584 40.6910039133813, -73.92336666826024 40.690972701066144)))",,8:00a - 10:00a,,,,,,B428-GT001,83,18,Active,"11,221"
53,B,301,7,34,Sunshine Community Garden,DPR,"MULTIPOLYGON (((-73.9441203098839 40.70541945038682, -73.94410972373917 40.70535479481482, -73.94409820637463 40.705284464665105, -73.94407499632044 40.70514271375545, -73.94398552984758 40.705151259333256, -73.94390166440164 40.70515926996586, -73.94394697844083 40.70543600576493, -73.94403084304545 40.70542799599946, -73.9441203098839 40.70541945038682)))",,,,,,,,B427-GT001,90,18,Active,"11,206"
53,B,301,12,34,Powers Street Garden,DPR,"MULTIPOLYGON (((-73.93968485927934 40.71288553044145, -73.93985159718093 40.712845037062166, -73.93974298123084 40.71258119993326, -73.93957662297342 40.71262261367765, -73.93968485927934 40.71288553044145)))",3:00p - 7:00p,4:30p - 6:30p,10:30a - 2:30p,1:00p - 3:00p,11:00a - 1:00p,12:00p - 2:00p & 4:30p - 6:30p,1:00p - 3:00p & 5:00p - 7:00p,B426-GT001,90,18,Active,"11,211"
53,B,301,12,34,Olive Street Garden,DPR,"MULTIPOLYGON (((-73.93893423796702 40.71338101988101, -73.9391979678951 40.71338553325519, -73.93912006571173 40.713197759907864, -73.93894290519695 40.713240625848385, -73.93893423796702 40.71338101988101)))",,,,,,,,B425-GT001,90,18,Active,"11,211"
53,B,301,7,34,El Puente: Espiritu Tierra Community Garden - Earth Spirit,DPR,"MULTIPOLYGON (((-73.95967599680367 40.712469803974145, -73.95934834830162 40.71234853402548, -73.95918713448903 40.71260596271541, -73.95930480714902 40.712649260404966, -73.9593453392068 40.7126641745761, -73.95942990913164 40.71269529184133, -73.95950771253884 40.712723918553365, -73.95967599680367 40.712469803974145)))",,,,,,,,B424-GT001,90,18,Active,"11,211"
53,B,301,7,33,I.S. 318 - Project Roots,DPR,"MULTIPOLYGON (((-73.94803908489972 40.70290673216741, -73.94804240993867 40.70290969905408, -73.94804261119113 40.70290957487429, -73.94812321274361 40.70285983453345, -73.94824776544327 40.70277960636283, -73.94824252956822 40.7027749330532, -73.94800349751645 40.702561584094276, -73.94793687808216 40.702604742532976, -73.94786871006767 40.702648904302364, -73.94786706331277 40.702649971563666, -73.94780005302648 40.70269338278962, -73.94803908489972 40.70290673216741)))",,,,,,,,B423-GT001,90,26,Active,"11,206"
57,B,302,8,35,Brooklyn Bears/Rockwell Place Garden,DPR,"MULTIPOLYGON (((-73.9792503177959 40.68681065324167, -73.97916867912771 40.68682150949229, -73.97920594953021 40.68706640910459, -73.97940381260872 40.68702374053321, -73.9792503177959 40.68681065324167)))",,,10:00a - 3:00p,12:00p - 5:00p,,,,B422-GT001,88,25,Active,"11,217"
57,B,302,8,35,Brooklyn Bears/Carlton Avenue Garden,DPR,"MULTIPOLYGON (((-73.97121869281987 40.685604249919805, -73.97085569920564 40.68564649351035, -73.97086542441548 40.6856950507746, -73.97087738057724 40.68575474525598, -73.97093653059926 40.68574786137465, -73.97094993164195 40.68581476662653, -73.97102377961079 40.685806171831786, -73.97109928379395 40.685797386496695, -73.97117253193093 40.68578886169587, -73.97125377610742 40.68577940681443, -73.97126541587897 40.68577805264735, -73.97125059752125 40.68571072023433, -73.97124708708475 40.68569287117456, -73.97122941217143 40.68560300268726, -73.97121869281987 40.685604249919805)))",,,10:00a - 3:00p,10:00a - 3:00p,,,,B421-GT001,88,25,Active,"11,238"
55,B,303,8,41,Umoja Garden,DPR,"MULTIPOLYGON (((-73.91957692281225 40.687761048115846, -73.91962298176833 40.687721767462754, -73.91969051996601 40.68778006975835, -73.91971729167658 40.687771868548275, -73.91968931924372 40.68760816262457, -73.91912630201239 40.6876767458826, -73.91911596037275 40.687686387620325, -73.9194429897514 40.68786459817774, -73.91955721449933 40.68775281445009, -73.91957692281225 40.687761048115846)))",,,,,,,,B420-GT001,81,18,Active,"11,221"
54,B,305,8,37,P.S. 4K - Paradise Garden,DPR,"MULTIPOLYGON (((-73.88459840043988 40.67481285533213, -73.88526200370198 40.674715831088214, -73.88520522571608 40.674503690396286, -73.88455556291004 40.6746003104626, -73.88454560573415 40.67461434581469, -73.88454620419405 40.67463007212109, -73.88454679723826 40.67464961030504, -73.88455239327627 40.67467058262759, -73.88458101182027 40.674770204775115, -73.88459840043988 40.67481285533213)))",,,,,,,,B417-GT001,75,18,Active,"11,207"
55,B,305,8,37,TLC Sculpture Park Garden,DPR,"MULTIPOLYGON (((-73.90054865514128 40.67287370323946, -73.90082039209503 40.67283252219539, -73.90075130371117 40.67256313097308, -73.90047977957074 40.67260427871939, -73.90054865514128 40.67287370323946)))",,,,,,,,B416-GT001,75,19,Active,"11,207"
60,B,305,8,42,Georgia Avenue Community Garden,DPR,"MULTIPOLYGON (((-73.89434003662208 40.660921887510476, -73.89448635858888 40.6611192989885, -73.89455812333034 40.66108147283862, -73.89441531673205 40.66088938313165, -73.89434003662208 40.660921887510476)))",,,11:00a - 6:00p,,,,2:00p - 6:00p,B415-GT001,75,19,Active,"11,207"
44,B,307,9,39,East 4th Street Communty Garden (Windsor Terrace Kensington Veterans Memorial),DPR,"MULTIPOLYGON (((-73.97693043384864 40.648258363305644, -73.9769420645323 40.64827429399565, -73.97697958481044 40.64832568595382, -73.9770174809411 40.64837759217022, -73.97702592332028 40.64838915560394, -73.97693512626337 40.64839896387967, -73.97694294819335 40.64844053424622, -73.97696382600215 40.64855147500699, -73.9769941384473 40.64853966898395, -73.97705000034766 40.648517911930476, -73.97710495762834 40.64849650767264, -73.97710347695659 40.648494309214186, -73.9772316024732 40.648444408148215, -73.97732694088924 40.64843425383457, -73.97728649635435 40.648219917233455, -73.97693043384864 40.648258363305644)))",,,11:00a - 1:00p,10:00a - 12:00p,,,4:30p - 6:30p,B414-GT001,72,21,Active,"11,218"
55,B,316,8,37,Hull Street Community Garden Inc.,DPR,"MULTIPOLYGON (((-73.9077509567694 40.68027409518454, -73.90784111749569 40.680263677336484, -73.90792710673885 40.68025374145731, -73.90787171374704 40.67997669245438, -73.90778572603568 40.679986628293406, -73.90769556449496 40.67999704429647, -73.90760841733979 40.68000711415012, -73.90751991083053 40.68001734133582, -73.90745396629514 40.68002496070124, -73.90738037448996 40.68003346358215, -73.9074357654877 40.68031051281972, -73.90747580252888 40.680305886658076, -73.90750935640993 40.68030200900224, -73.90757150833012 40.68029482871138, -73.90757530121172 40.680294390505836, -73.907659984439 40.68028460596423, -73.90766380926304 40.68028416327878, -73.9077509567694 40.68027409518454)))",,,,,,,,B413-GT001,73,18,Active,"11,233"
52,B,306,7,39,Summit Street Community Garden,DPR,"MULTIPOLYGON (((-74.00358410741855 40.68240257899304, -74.00355617714919 40.68245581645069, -74.00349073079055 40.68243807742697, -74.00346328901162 40.68249207758241, -74.00374783322934 40.68257078440164, -74.00379153996317 40.68252007952556, -74.00383261247852 40.68243132619969, -74.00383174137272 40.682422839784074, -74.00377650987383 40.68239338489412, -74.00366070601517 40.68235240714124, -74.0036062473671 40.682350026100636, -74.00358410741855 40.68240257899304)))",,,,,,,,B411-GT001,76,26,Active,"11,231"
51,B,306,7,39,Backyard Garden,DPR,"MULTIPOLYGON (((-74.00583490356485 40.6833989452606, -74.00561393656156 40.68306771659171, -74.00533072358306 40.68316722605129, -74.00536225606712 40.68318962757326, -74.00538197290064 40.68320363414783, -74.00542878133771 40.68323688612954, -74.0054389171781 40.6832440861607, -74.00549862498809 40.68328650113366, -74.00555348852606 40.68332547544538, -74.00555489510229 40.68332647494802, -74.005611625468 40.683366775598785, -74.0056020277003 40.68338631721958, -74.00567989065723 40.68340800138096, -74.00581421357427 40.683445407425424, -74.00582402872774 40.68342336594927, -74.00583490356485 40.6833989452606)))",,,10:00a - 3:00p,10:00a - 3:00p,,,,B410-GT001,76,26,Active,"11,231"
52,B,306,7,39,Amazing Garden,DPR,"MULTIPOLYGON (((-74.00342217565121 40.68324739665789, -74.00350083033197 40.68308955670179, -74.00324275954611 40.68302165470183, -74.00321764165442 40.683073524113134, -74.00319269877805 40.68312503150717, -74.00316775704606 40.6831765388954, -74.00342217565121 40.68324739665789)))",,,,,,,,B409-GT001,76,26,Active,"11,231"
51,B,306,7,39,Human Compass Community Garden,DPR,"MULTIPOLYGON (((-74.00260085772489 40.68496790576706, -74.00265238513848 40.68486087222243, -74.00232868715418 40.684770829648556, -74.00227744908231 40.68487696433092, -74.00260085772489 40.68496790576706)))",,,,,,,,B408-GT001,76,26,Active,"11,231"
56,B,303,8,36,Hattie Carthan Community Garden,DPR,"MULTIPOLYGON (((-73.94883383062529 40.68950658521786, -73.94883017756726 40.68948790244234, -73.94814872743025 40.68957124881301, -73.94815797378963 40.68961717736271, -73.94826442571829 40.69014590227657, -73.94826494779491 40.690148494188755, -73.94889265507648 40.69008150091521, -73.94889549815629 40.69008119780429, -73.94889302936595 40.69006856790841, -73.94883814228803 40.689787828282235, -73.94888770519606 40.68978214555375, -73.94883383062529 40.68950658521786)))",,,,,,,,B400-GT001,79,25,Active,"11,216"
52,B,306,7,39,Garden of Union (Annie's Garden),DPR,"MULTIPOLYGON (((-73.98255493650099 40.67708863862588, -73.98270436804555 40.67686964700793, -73.98269763500132 40.67686705341373, -73.98261285640517 40.67683439247283, -73.98257974827075 40.676821637077104, -73.98254015548098 40.67680638446123, -73.98245814925257 40.67677479093665, -73.98230870410238 40.67699377773279, -73.98225319585183 40.676972392766665, -73.98240264350176 40.67675340694293, -73.98236135482465 40.67673750113278, -73.98235413217627 40.67673471833533, -73.98224968177885 40.6768877672565, -73.98220468204384 40.67695370229518, -73.98219492360951 40.6769680000583, -73.98220221723803 40.67697080899159, -73.9823553599241 40.677029790175936, -73.98252457919948 40.67709496283625, -73.98254520178655 40.67710290490406, -73.98255493650099 40.67708863862588)))",,,,,,,,B399-GT001,78,25,Active,"11,215"
56,B,303,8,36,Kosciusko Street Garden and Learning Center,DPR,"MULTIPOLYGON (((-73.93932400734326 40.69238141487745, -73.93941956774312 40.692370436635436, -73.93941081983711 40.69232508939069, -73.93936465476945 40.692085793317915, -73.93926909476849 40.692096771514734, -73.9391735347361 40.69210774963212, -73.9390779758553 40.69211872767085, -73.93913288763218 40.69240337112396, -73.93922844691194 40.69239239304004, -73.93932400734326 40.69238141487745)))",,,,,,,,B398-GT001,81,18,Active,"11,221"
51,B,306,7,39,Urban Meadow,DPR,"MULTIPOLYGON (((-74.0049729057717 40.68449356489818, -74.00526258855072 40.68457455953818, -74.00536475639478 40.68436143380977, -74.00502802443675 40.68426727507705, -74.00489775208139 40.68453883425084, -74.00494480932522 40.68455199234761, -74.0049729057717 40.68449356489818)))",9:00a - 6:00p,,9:00a - 6:00p,9:00a - 6:00p,9:00a - 6:00p,,,B390-GT001,76,26,Active,"11,231"
60,B,305,8,42,Success Garden - East New York,DPR,"MULTIPOLYGON (((-73.89703381671829 40.66469344256561, -73.89738780923231 40.664641704509414, -73.89745783348597 40.66491741057919, -73.89782886239799 40.66486318111402, -73.8976799025971 40.664313643526974, -73.89696498752184 40.664422433493364, -73.89703381671829 40.66469344256561)))",,12:00p - 1:00p,,,,,12:00p - 1:00p,B383-GT001,75,19,Active,"11,207"
53,B,303,7,36,Raise the Roof Garden,DPR,"MULTIPOLYGON (((-73.94604506891888 40.699054505299706, -73.94593404410435 40.69906521522278, -73.9459862830549 40.699341889750805, -73.94610012574016 40.69932799688547, -73.94604506891888 40.699054505299706)))",,,,,,,,B302-GT001,79,18,Not GreenThumb,"11,206"
56,B,308,9,36,Garden Kitchen Lab at St. John's Rec.,DPR,"MULTIPOLYGON (((-73.93500081856017 40.67391829365434, -73.9350057909269 40.67385147192769, -73.93473290579377 40.673839701701425, -73.93472793315458 40.673906523416385, -73.93500081856017 40.67391829365434)))",,,,,,,,B245-GT001,77,25,Not GreenThumb,"11,213"
56,B,303,8,41,Citizens for a Better Community Garden,DPR,"MULTIPOLYGON (((-73.92698678594263 40.68808606489255, -73.92693115856558 40.68780868845303, -73.92693077265234 40.68780676200901, -73.92691558309113 40.68780876591202, -73.92647848702558 40.68786644635206, -73.92647135499743 40.687867255859686, -73.92652521526696 40.688138370120264, -73.92659852587478 40.688130062838574, -73.92697103108176 40.68808785051982, -73.92698678594263 40.68808606489255)))",,,,,,,,B224A-GT001,81,25,Active,"11,221"
50,B,301,12,33,Lentol Garden,DPR,"MULTIPOLYGON (((-73.94478239492021 40.72010374337999, -73.94495980169573 40.720284693935106, -73.94493921390021 40.72031557157939, -73.94492649307286 40.720342463724535, -73.94491873735498 40.720366482915786, -73.94491447289322 40.72038799675743, -73.94491255571694 40.720414935492826, -73.9449138189917 40.72043736869802, -73.94491731593368 40.72045806678886, -73.94492978634578 40.7204864595261, -73.94494598068717 40.72051583469785, -73.94496333528353 40.720540509760475, -73.94505786104847 40.720647951510315, -73.94526351802295 40.720524191544776, -73.94503270548311 40.720310320354095, -73.94509215914255 40.72027417524234, -73.94515235757792 40.72023757929902, -73.94521025629302 40.7202023825226, -73.9452723149232 40.72016465636111, -73.94532474030244 40.72013278520947, -73.9453824079243 40.720097727815364, -73.94543773084371 40.72006409568868, -73.94549993013209 40.72002628302165, -73.94555644538153 40.71999192649164, -73.94572536791458 40.719889234654715, -73.94554110775012 40.719642505180964, -73.94478239492021 40.72010374337999)))",,"Due to COVID19, the garden has no open hours,",,,,but it is accepting new members.,,B223U-GT001,94,26,Active,"11,222"
52,B,302,7,33,Poplar Street Community Garden,DOT,"MULTIPOLYGON (((-73.99346284690971 40.701301402328305, -73.99346235268058 40.701285612723936, -73.9934580338445 40.70128572954512, -73.99345370318665 40.70128573830398, -73.99344938437181 40.70128563900195, -73.99344506556932 40.7012854136281, -73.99344347885705 40.70128529106808, -73.99344075860994 40.70128508019332, -73.99343647532693 40.70128462969316, -73.99343221571941 40.70128407113279, -73.99343000901223 40.70128371890667, -73.99342797978824 40.701283395507026, -73.99342377936505 40.70128261182172, -73.9934196144498 40.701281720076864, -73.99341549687489 40.701280720273154, -73.99341142664129 40.70127960340542, -73.99335534148344 40.70126376828086, -73.99334896518688 40.701261967789236, -73.99329340183797 40.701246421728925, -73.99323783851412 40.70123088464691, -73.9932374539724 40.70123077746339, -73.99318226338373 40.701215347537314, -73.99313061178258 40.701200919165345, -73.99312735087221 40.7012000085531, -73.99312596652169 40.70119963926052, -73.99312454667034 40.701199305986314, -73.99312312681535 40.701199008732544, -73.99312169512326 40.70119875650363, -73.99312023976275 40.701198540293795, -73.99311878439849 40.7011983601044, -73.99311731719823 40.701198215934745, -73.99311584999323 40.70119811679071, -73.99311437095216 40.70119805366638, -73.99311290373973 40.701198026563226, -73.99311142469034 40.701198044484975, -73.99310994563719 40.70119809842716, -73.99310847841267 40.70119818839051, -73.9931070111835 40.70119832337946, -73.99310555578394 40.70119848538444, -73.99310410037874 40.70119870142012, -73.99310265680315 40.70119894447185, -73.99310123688763 40.701199232550564, -73.99309981696935 40.70119954764464, -73.9930984207111 40.70119990776571, -73.9930970362815 40.70120030390796, -73.9930956755129 40.70120073607207, -73.99309433840533 40.701201204258076, -73.99309301312644 40.7012017084652, -73.99309172334088 40.701202248694976, -73.99309044538488 40.7012028159408, -73.99308920292228 40.701203419209214, -73.99308798412073 40.701204058499535, -73.99308680081346 40.70120472480732, -73.9930856411672 40.70120542713698, -73.99308451701525 40.701206156484076, -73.99308344018998 40.70120691284942, -73.99308237519341 40.70120770523596, -73.9930813693568 40.70120851563626, -73.99308038718118 40.70120936205845, -73.99307944050082 40.70121022649301, -73.99307854114717 40.70121111794573, -73.99307828317264 40.70121139348687, -73.99307768912117 40.70121202741157, -73.99307687258946 40.70121296389489, -73.99307609155308 40.701213918390586, -73.99307536967574 40.70121489990514, -73.9930746832946 40.70121589042699, -73.99307404424012 40.70121690796706, -73.99306058196247 40.70124516071851, -73.99305063702958 40.7012660393884, -73.9930460592584 40.70127564217126, -73.99302722505172 40.70131516900338, -73.99302669239773 40.70131704203591, -73.99302624256863 40.70131893308373, -73.99302621889046 40.701319060955015, -73.99302615022413 40.70131942835972, -73.99302588739782 40.70132083314241, -73.99302561505283 40.7013227422112, -73.99302542553372 40.70132466029017, -73.99302533067382 40.701326578374825, -73.99302531864075 40.70132849646452, -73.9930254012669 40.701330414559926, -73.9930255667199 40.70133233266038, -73.99302581500068 40.70133424176075, -73.9930261461083 40.70133615086607, -73.99302657187708 40.701338041966956, -73.99302708047367 40.701339924067696, -73.99302768373141 40.70134178816395, -73.99302835798552 40.70134363425427, -73.9930291269008 40.70134546234004, -73.99302996681239 40.70134727241993, -73.99303090138521 40.701349064495226, -73.99303190695632 40.701350820554396, -73.99303239671812 40.7013517760272, -73.99303271731111 40.70135240100189, -73.99303301897585 40.701352990855426, -73.99303423748995 40.70135513414761, -73.99303555066717 40.70135724142498, -73.99303695850745 40.7013593126876, -73.99303844917945 40.70136133892965, -73.99304004634604 40.70136333816271, -73.9930417263452 40.70136528337007, -73.99304288224161 40.70136652974844, -73.99304321942738 40.70136689357565, -73.99304348917606 40.701367183556776, -73.99304534667009 40.701369047728726, -73.99304727516525 40.70137084886909, -73.99304929832446 40.701372604989544, -73.99305139248392 40.70137430708355, -73.9930535576445 40.70137594614593, -73.9930558056368 40.70137754018772, -73.99305812463119 40.70137906219278, -73.99306050279334 40.70138053017059, -73.99306132864686 40.70138100028764, -73.99306295195758 40.70138192611176, -73.99306498701942 40.70138301495327, -73.99306546028959 40.70138326802568, -73.9930680277913 40.70138453790211, -73.99307065446268 40.701385735741155, -73.9930733284703 40.701386870547154, -73.99307606164761 40.70138793331569, -73.99307883033063 40.70138891504017, -73.99308164634996 40.701389833731646, -73.9930845097074 40.701390671379826, -73.99308739673727 40.7013914369884, -73.99309033110427 40.70139213055877, -73.99309328914556 40.70139273407927, -73.99309586855327 40.70139330155652, -73.99309847163336 40.70139379699423, -73.99310111021815 40.70139422039301, -73.99310374880955 40.70139458075589, -73.99310641107228 40.70139487808433, -73.99310908517494 40.70139510337243, -73.99311115701862 40.701395222364006, -73.99311175928499 40.70139525661953, -73.99311444523406 40.70139534683143, -73.99311714302299 40.70139536500303, -73.99311982898686 40.701395311132906, -73.9931225031249 40.70139519422616, -73.99312518910176 40.701395014284245, -73.99312785142222 40.70139475329476, -73.99313037175841 40.70139444547013, -73.99313050191665 40.701394429268696, -73.99313314058521 40.70139404220601, -73.99313576742868 40.70139358310162, -73.99313835878232 40.70139305195409, -73.99314093830904 40.70139246677512, -73.99314348234591 40.701391809552995, -73.99314600272439 40.701391089293544, -73.9931484757805 40.70139029699028, -73.99315061515703 40.70138955779733, -73.99315092517733 40.70138945065484, -73.99315332725087 40.70138854128069, -73.99316306560685 40.70138582231356, -73.99319204397466 40.70137812555476, -73.99327020862177 40.70135736344587, -73.99330020694559 40.70134939566536, -73.99334331365803 40.70133685853785, -73.993435893048 40.70130993404542, -73.99344724185632 40.701306342549955, -73.99345230983076 40.701304738126105, -73.993460461424 40.70130215772233, -73.99346284690971 40.701301402328305)))",,,,,,,,B223G-GT001,84,26,Active,"11,201"
