assemblydist,borough,communityboard,congressionaldist,coundist,gardenname,juris,multipolygon,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,parksid,policeprecinct,statesenatedist,status,zipcode
74,M,103,12,2,Fireman's Memorial Garden,DPR,"MULTIPOLYGON (((-73.97801342466201 40.724121560833964, -73.9780099452282 40.72412009774246, -73.97794023705924 40.72409076472737, -73.97786434453097 40.72419292464252, -73.97776205372425 40.72433152752162, -73.97783208397395 40.72436099668247, -73.97799625345206 40.72443007921964, -73.97817411311358 40.72418918002808, -73.97817350361983 40.7241889232674, -73.97809457598174 40.724155710104675, -73.97801342466201 40.724121560833964)))",12:00p - 4:00p,,10:00a - 6:00p,10:00a - 6:00p,12:00p - 4:00p,,,M310-GT001,9,27,Active,"10,009"
69,M,107,10,6,West 87th Street Park & Garden,DPR,"MULTIPOLYGON (((-73.97077061730032 40.787190651490384, -73.97077627588114 40.787193039253054, -73.97089786617407 40.78724434004597, -73.97107636291084 40.78699959458132, -73.97094911199065 40.786945908021146, -73.97077061730032 40.787190651490384)))",9:00a - dusk,9:00a - dusk,9:00a - dusk,9:00a - dusk,9:00a - dusk,9:00a - dusk,9:00a - dusk,M307-GT001,24,30,Active,"10,024"
69,M,107,13,7,West 104th Street Garden,DPR,"MULTIPOLYGON (((-73.96196633717416 40.79706556091406, -73.96203226769073 40.79709405915071, -73.96209625151117 40.797120284748736, -73.96217849008202 40.79700772589093, -73.96227574490672 40.7968746125795, -73.96221216800033 40.79684783250566, -73.96214583090057 40.796819890746015, -73.96212528189474 40.79681123469616, -73.96206623048265 40.79678636148571, -73.96188673536791 40.79703203153072, -73.96196633717416 40.79706556091406)))",,,,,,,,M306-GT001,24,30,Active,"10,025"
68,M,111,13,8,Pleasant Village Community Garden,DPR/HPD,"MULTIPOLYGON (((-73.93140272429312 40.796749442282845, -73.93144538061267 40.79669097298757, -73.9316892614482 40.796794005294885, -73.93194489868888 40.79642774039217, -73.93170986520238 40.79632844553309, -73.93157894581616 40.79650724410479, -73.93149583049956 40.796472130170905, -73.9314210784302 40.796440549311725, -73.93141374334316 40.79643745082956, -73.93123716252576 40.796679496359154, -73.93140272429312 40.796749442282845)))",,,10:00a - 2:00p,10:00a - 2:00p,,,5:00p - 7:00p,M299-GT001,25,29,Active,"10,035"
70,M,110,13,9,Unity Park,DPR,"MULTIPOLYGON (((-73.94248043243698 40.809427643839335, -73.94265904623582 40.809502901884805, -73.9428355177061 40.809259349880776, -73.94265690317695 40.80918409120466, -73.94248043243698 40.809427643839335)))",9:00a - 3:30p,9:00a - 3:30p,9:00a - 3:30p,9:00a - 3:30p,9:00a - 3:30p,9:00a - 3:30p,9:00a - 3:30p,M298-GT001,32,30,Active,"10,027"
70,M,110,13,9,Harlem Grown 134th Street Farm,DPR,"MULTIPOLYGON (((-73.94289496874558 40.81400574050035, -73.94290386973948 40.81399767014903, -73.94307542374027 40.813758586484006, -73.94307103756533 40.813756737398236, -73.94297462589653 40.813716097133046, -73.94286245875163 40.81366881591625, -73.94276691461717 40.813628540608036, -73.9427285671402 40.8136123765482, -73.94255889256395 40.8138522521768, -73.94255320307522 40.81386224756423, -73.94289496874558 40.81400574050035)))",11:00a - 4:00p,11:00a - 4:00p,10:00a - 4:00p,,11:00a - 4:00p,11:00a - 4:00p,11:00a - 4:00p,M297-GT001,32,30,Active,"10,030"
70,M,110,13,9,133rd Swing Street Garden,DPR,"MULTIPOLYGON (((-73.94364583211852 40.81368437935729, -73.94341089070643 40.81358534644741, -73.94323540555618 40.81382602256246, -73.94324540420821 40.81383023730984, -73.943346152636 40.81387270478692, -73.94343741909418 40.81391117652006, -73.94347034755599 40.81392505672657, -73.94364583211852 40.81368437935729)))",12:00p - 4:00p,,12:00p - 4:00p,,12:00p - 4:00p,12:00p - 4:00p,12:00p - 4:00p,M297A-GT001,32,30,Active,"10,030"
70,M,110,13,9,West 132nd Street Garden,DPR,"MULTIPOLYGON (((-73.94311807812623 40.81214026317855, -73.9429339026991 40.81239415120483, -73.9431721852527 40.81249435199903, -73.94335635886377 40.81224046269513, -73.9433108511529 40.81222132636644, -73.94325775964698 40.812199000327105, -73.94319914944137 40.81217435546465, -73.94314131057564 40.81215003333082, -73.94311807812623 40.81214026317855)))",,,,,,,,M296-GT001,32,30,Active,"10,027"
74,M,103,12,2,6th Street & Avenue B Garden,DPR,"MULTIPOLYGON (((-73.98239309332045 40.72418156917081, -73.9820691499807 40.724052169130715, -73.98205676099427 40.724068959897096, -73.98201762609284 40.72412187671981, -73.9819836442401 40.724167827095364, -73.98195695153807 40.724203921629076, -73.98194208659302 40.72422402136619, -73.98190809753152 40.72426998162325, -73.98188948019711 40.724295156033705, -73.98177680347048 40.72444857061634, -73.98177524844814 40.724451820307934, -73.98177448169339 40.72445523041488, -73.98177452099189 40.724458688376465, -73.98177536992416 40.72446208613202, -73.98177647249031 40.72446426824031, -73.98177700129624 40.72446531471571, -73.98177936187221 40.72446827056048, -73.98178237592435 40.72447085910081, -73.98178594878267 40.724472999275875, -73.98178996446879 40.72447461992715, -73.98193328385041 40.72453823916532, -73.98198332411594 40.724559490918544, -73.98208934008818 40.724604514907625, -73.98209425764196 40.724597666399646, -73.98221550763485 40.72442883881803, -73.98226398898778 40.72436133512117, -73.98239309332045 40.72418156917081)))",,,,,,,,M293-GT001,9,27,Active,"10,009"
65,M,101,10,1,Fishbridge Park Garden,DPR,"MULTIPOLYGON (((-74.00143470009105 40.709181258857, -74.00148025745159 40.70921681225597, -74.00160648509609 40.70931531926327, -74.00162092973271 40.70932659165745, -74.00163644032378 40.70932653650683, -74.00164100927198 40.70932283714259, -74.00166819929568 40.709300820158354, -74.0016579095342 40.70929052926733, -74.00138872482171 40.70902131965804, -74.00138574985007 40.709023146830766, -74.00126161258909 40.708906854461624, -74.00122671644164 40.70892831491747, -74.00121032168734 40.70891326755149, -74.00117387177642 40.708936336320384, -74.00101430906385 40.70878599661639, -74.00099313871836 40.70879895245358, -74.00097556578694 40.708809705606406, -74.00098133718599 40.70881568855282, -74.00103779191996 40.70886246870643, -74.00108312640913 40.70890003400773, -74.00116856138699 40.708970529679085, -74.00117164175947 40.70897307179044, -74.00126820433424 40.70904949263599, -74.00137319884178 40.70913258698664, -74.00143470009105 40.709181258857)))",,,7:00a - 7:00p,7:00a - 7:00p,,,,M291-GT001,1,26,Active,"10,038"
71,M,109,13,9,Convent Garden,DPR,"MULTIPOLYGON (((-73.94263311848547 40.8281784269243, -73.94248707912595 40.82854238477022, -73.94291302946434 40.82829602101968, -73.94263311848547 40.8281784269243)))",,,,,,,,M284-GT001,30,30,Not GreenThumb,"10,031"
75,M,104,10,3,Clinton Community Garden,DPR,"MULTIPOLYGON (((-73.99205855629361 40.7627583290354, -73.99200123752344 40.76273431762536, -73.99194164736137 40.76270936950334, -73.99188117378209 40.76268402236478, -73.99182207518156 40.76265928043087, -73.99164298075044 40.762584240260324, -73.9915836963971 40.762559421647445, -73.9914092043623 40.76279994427554, -73.99140936660712 40.76280001182548, -73.99140820812384 40.762801610134204, -73.99143833363023 40.76281361159667, -73.99150181774272 40.762838886248495, -73.99151088453699 40.76284249613812, -73.99188493283222 40.76299519368796, -73.99205855629361 40.7627583290354)))",,,,,,,,M281-GT001,18,27,Active,"10,036"
66,M,102,10,3,Jefferson Market Garden,DPR,"MULTIPOLYGON (((-73.99933994000223 40.73419771721958, -73.99892042722726 40.734773750068804, -73.99981674046778 40.734650234114234, -73.99951643666022 40.73415221812936, -73.99933994000223 40.73419771721958)))",,,,,,,,M278-GT001,6,27,Not GreenThumb,"10,011"
74,M,103,12,2,El Jardin del Paraiso,DPR,"MULTIPOLYGON (((-73.97947627134536 40.72238102743968, -73.97941368055852 40.72235448095329, -73.9795843518633 40.722122242033784, -73.97954806001648 40.7221068458857, -73.97954731207157 40.722106532375555, -73.9795195054748 40.72209518371461, -73.97938564434773 40.72204055022813, -73.97924741056708 40.7219841327887, -73.9791918579436 40.721961459639466, -73.97917927082825 40.72195593543961, -73.97901305242002 40.72218455812973, -73.97900203566036 40.722179885178384, -73.97892325800315 40.722146472688586, -73.97875080968552 40.72238370722682, -73.97881677527758 40.72241222771068, -73.97882922874521 40.72241761144578, -73.97890764906835 40.722451515611304, -73.97898606947126 40.7224854197233, -73.97898588829935 40.722485669131366, -73.97904479374863 40.722510652795286, -73.97906466638891 40.72251908157679, -73.97914344810998 40.72255248856573, -73.97922380154448 40.72258656936528, -73.97930257987257 40.72261998164749, -73.97938066240255 40.722653100184914, -73.97955827093729 40.72241580619486, -73.97947627134536 40.72238102743968)))",,,11:00a - Dusk,11:00a - Dusk,,,,M268-GT001,9,26,Active,"10,009"
71,M,112,13,10,RING - Riverside Inwood Neighborhood Garden,DPR,"MULTIPOLYGON (((-73.92807253390116 40.86599348015988, -73.92819853895072 40.86581722839391, -73.9282296896611 40.865773655078314, -73.92823231883327 40.86576867790734, -73.92823848645405 40.86575699969329, -73.92823521073923 40.86574116975239, -73.92822863111847 40.86573783294842, -73.928227313422 40.86573770876174, -73.92774695455377 40.86569254838526, -73.92773596052604 40.86571170121541, -73.9279237497121 40.86589538435004, -73.92802315573869 40.865992616416385, -73.92803851151348 40.86599845756367, -73.92807253390116 40.86599348015988)))",,,,,,,,M180-GT001,34,31,Active,"10,034"
74,M,103,12,2,Down to Earth Garden,DPR,"MULTIPOLYGON (((-73.97914180473323 40.72807560593766, -73.97934890659589 40.72816277379248, -73.97938463471824 40.7281130441958, -73.97917769757146 40.72802564680471, -73.97914180473323 40.72807560593766)))",,,,,,,,M113A-GT001,9,27,Active,"10,009"
65,M,103,7,1,Forsyth Garden Conservancy,DPR,"MULTIPOLYGON (((-73.99240699739877 40.71960284392325, -73.992818834599 40.71973061035913, -73.99358666118484 40.71821297421594, -73.9931761658091 40.71808451178402, -73.99240699739877 40.71960284392325)))",,,,,,,,M105-GT002,5,26,Not GreenThumb,"10,002"
65,M,103,7,1,M'finda Kalunga Garden,DPR,"MULTIPOLYGON (((-73.99207344106424 40.72119970605548, -73.99213524128551 40.72107860886396, -73.99216142006725 40.72102731041854, -73.99235842082577 40.720641275186985, -73.99193326388445 40.72051111353344, -73.99192458863749 40.72052733740791, -73.99191650057566 40.720542465402566, -73.99189114107534 40.72059178723467, -73.99164039818045 40.721080745126656, -73.99174346888827 40.72110902496337, -73.99176283656143 40.721114034985, -73.99196366648236 40.721169145056024, -73.99198286956583 40.721175022219775, -73.99202023672807 40.721185275316294, -73.99205838269494 40.72119562210737, -73.99205920644918 40.721195844590035, -73.99207344106424 40.72119970605548)))",,,,12:00p - 4:00p,5:00p - 7:00p,2:00p - 4:00p,,M105-GT001,5,26,Active,"10,002"
70,M,109,13,7,Jenny's Garden,DPR,"MULTIPOLYGON (((-73.95634270262674 40.82322980202176, -73.95613563052387 40.823131313645334, -73.95599732139942 40.823342041822734, -73.9559819546751 40.8233621368266, -73.9559659183961 40.82338191189666, -73.95594922323792 40.82340135623069, -73.955931878693 40.82342045542423, -73.95591389780843 40.82343919777544, -73.95589529126094 40.8234575706812, -73.9558760720983 40.82347556153924, -73.95585625336695 40.823493159548356, -73.95583584692935 40.823510352105714, -73.95581486701809 40.82352712751018, -73.95580461186005 40.82353627261797, -73.9557937855878 40.823545029392136, -73.95578241073838 40.82355337622937, -73.9557705169605 40.82356129332987, -73.95575813034571 40.823568761793126, -73.95574528054097 40.82357576452095, -73.95573199956323 40.82358228531657, -73.95572361697896 40.82358662879163, -73.95571479022279 40.82359043179799, -73.95570558095443 40.823593667344355, -73.95569604964399 40.8235963147425, -73.95568626387352 40.82359835420739, -73.95567629003541 40.823599772257054, -73.95566619689056 40.82360055901236, -73.95565605319635 40.823600709997294, -73.95564592889424 40.82360022253726, -73.95563589392043 40.82359910206218, -73.95562601702564 40.8235973540014, -73.95561626287665 40.82361773927407, -73.95561120706601 40.82363908718358, -73.9556109946333 40.82366077644424, -73.95561563429976 40.82368217941384, -73.95562498897792 40.82370267199543, -73.95563878760632 40.823721661557364, -73.95565663107074 40.82373859504022, -73.95567799930093 40.82375298237238, -73.95570227260265 40.823764403682915, -73.95572874705499 40.82377253001876, -73.9557566522914 40.82377712335193, -73.95578517994154 40.82377805009809, -73.95581350022461 40.82377528562542, -73.95584079158962 40.82376890796263, -73.95586626086475 40.82375910320946, -73.95634270262674 40.82322980202176)))",,,,,,,,M072-GT001,30,31,Active,"10,031"
69,M,107,10,6,Garden People,DPR,"MULTIPOLYGON (((-73.97899093812129 40.79309028074443, -73.97899442218397 40.79308481084086, -73.97899668238762 40.79307898141464, -73.97899765588468 40.793072950041875, -73.97899731655748 40.793066877907386, -73.97899567501791 40.7930609307051, -73.97899277387162 40.793055266930764, -73.97898869245643 40.793050041484754, -73.97898354092133 40.793045393964654, -73.9789774578568 40.793041449564996, -73.97897060674099 40.79303831547509, -73.97896317357197 40.79303607547521, -73.97895535738836 40.7930347908356, -73.97894737145565 40.793034495814155, -73.97893942786267 40.793035198554115, -73.97893174463151 40.7930368792843, -73.97892452557353 40.79303949391752, -73.97866082850823 40.79328533867412, -73.97857436260412 40.793365297851864, -73.97857189211561 40.79336904617464, -73.97857012537142 40.793373017952234, -73.97856909912724 40.79337713754955, -73.97856882999662 40.79338132662612, -73.9785693251154 40.793385503237786, -73.97857057503013 40.79338958813877, -73.97857187401338 40.79339215570614, -73.97857255606904 40.793393502080654, -73.97857522797008 40.793397171214856, -73.97857942274118 40.7933998987089, -73.97861512273403 40.7934231076243, -73.97862524776633 40.79342969035732, -73.97862573015854 40.79342923209225, -73.9786286268809 40.79342648430301, -73.97880808571279 40.79325624907137, -73.97899093812129 40.79309028074443)))",,,,,,,,M071-GT001,24,31,Not GreenThumb,"10,024"
69,M,109,13,7,Harlem Grown P.S. 125 Community Garden,DPR,"MULTIPOLYGON (((-73.95557061208176 40.810620550722525, -73.95569146788938 40.81046347568287, -73.95548336392078 40.81037556006246, -73.95541651029143 40.810347316230406, -73.95553378252372 40.810668417789735, -73.95557061208176 40.810620550722525)))",,,,,,,,M025-GT001,26,30,Active,"10,027"
51,B,307,7,38,Los Colibries Community Garden,PRI,"MULTIPOLYGON (((-74.00166565366717 40.65492651603682, -74.00190230923921 40.65470036732626, -74.00185626647333 40.65467263215369, -74.00161961320832 40.65489877986969, -74.00166565366717 40.65492651603682)))",,,,,,,,BGT172,72,20,Not GreenThumb,"11,232"
52,B,302,7,33,Wyckoff Bond Garden,PRI,"MULTIPOLYGON (((-73.98656291513757 40.684638995281304, -73.98664700006509 40.6845146017832, -73.98657683690496 40.68448771148039, -73.9864926975555 40.684611658266384, -73.98656291513757 40.684638995281304)))",,,,,,,,BGT171,84,25,Not GreenThumb,"11,217"
41,B,315,9,46,NYCHA - Sheepshead Nostrand - The Sunlight Garden,NYCHA,"MULTIPOLYGON (((-73.93795699386594 40.59424559808457, -73.93799124187301 40.59439095737945, -73.93805063479985 40.59438503335412, -73.93804753217272 40.59436001335179, -73.93811943165201 40.59434933046507, -73.93809763369809 40.594261161125864, -73.93826799859467 40.594242191402444, -73.93827731552545 40.594307719360835, -73.9383836044277 40.59428871503158, -73.93836806000468 40.594198166312395, -73.93795699386594 40.59424559808457)))",,,,,,,,BGT170,61,19,Active,"11,229"
56,B,303,8,36,NYCHA - Sumner - Love Garden,NYCHA,"MULTIPOLYGON (((-73.94066010924415 40.69849876021042, -73.94095754040576 40.69846317363534, -73.94097242602203 40.6984459076404, -73.94093580504948 40.69826302358476, -73.94093032466088 40.6982642121502, -73.94092093424408 40.69826361119114, -73.94091624345829 40.69825765279361, -73.94085753887741 40.698266557527525, -73.94086611233982 40.69830646994471, -73.9409075960595 40.69830113050018, -73.94092705896735 40.69841788833222, -73.94087304649814 40.69842977347683, -73.94086520702513 40.698444065084715, -73.94084876566082 40.6984518001428, -73.94083389481176 40.69845238863842, -73.94081902713513 40.69844940299978, -73.94080651602368 40.698437482785984, -73.94077050772917 40.69844580390716, -73.94075179289051 40.69836895534621, -73.94063829615395 40.6983855743556, -73.94066010924415 40.69849876021042)))",,,,,,,,BGT169,79,18,Active,"11,206"
57,B,302,8,35,NYCHA - Ingersoll - Ingersoll Garden of Eden,NYCHA,"MULTIPOLYGON (((-73.98098528224678 40.69402240769903, -73.98104976583457 40.694024801091864, -73.98105166123524 40.69396215452973, -73.9810516609645 40.69396310727225, -73.98113304944269 40.6939631206436, -73.9811405853727 40.69388115990492, -73.98140978765775 40.693897405731065, -73.98151371400785 40.69389837611462, -73.98151369947445 40.693950793161505, -73.98157880992837 40.693953662729875, -73.98159015062359 40.69369443662235, -73.98103171006521 40.69367242565287, -73.98101167492852 40.69367814060547, -73.98099914833236 40.69369434056485, -73.98098528224678 40.69402240769903)))",,,,,,,,BGT168,88,25,Active,"11,201"
53,B,301,7,34,NYCHA - Hylan - Hylan Garden,NYCHA,"MULTIPOLYGON (((-73.9402683565752 40.704195326129394, -73.94033855944161 40.70418942726528, -73.94034412961676 40.704190277533904, -73.94033856703102 40.70418094714952, -73.9404194957082 40.70417318613348, -73.94040399978326 40.70407208125195, -73.94025062791523 40.704085081674734, -73.9402683565752 40.704195326129394)))",,,,,,,,BGT167,90,18,Inactive (No Group),"11,206"
60,B,305,8,42,NYCHA - Pink - Pink's Paradise: Garden of Love,NYCHA,"MULTIPOLYGON (((-73.86519480367441 40.66727861895623, -73.86531499691245 40.667260174871515, -73.86531593474173 40.66726017596948, -73.86525346991318 40.66704781138937, -73.86523844616939 40.66704993792154, -73.86521422798837 40.66695698701995, -73.86515319840935 40.66696334879085, -73.86512682775195 40.66700620499027, -73.86519480367441 40.66727861895623)))",,,,,,,,BGT166,75,19,Active,"11,208"
54,B,303,8,36,NYCHA - Roosevelt,NYCHA,"MULTIPOLYGON (((-73.93683183636479 40.69344983581357, -73.9368450686717 40.693525491576374, -73.9367259917803 40.6936576611089, -73.93662659772332 40.69366415855246, -73.93662185503891 40.69371478638617, -73.93662262857816 40.69372372170254, -73.93663984172804 40.69372730441621, -73.93705152438407 40.693677496023895, -73.93700012524201 40.69341240187996, -73.93698605102267 40.693398694669234, -73.93697196785783 40.69339570806006, -73.93683183636479 40.69344983581357)))",,,,,,,,BGT165,81,18,Active,"11,206"
56,B,303,8,36,NYCHA - Tompkins - Senior Retreat Garden,NYCHA,"MULTIPOLYGON (((-73.94577531821143 40.69588462298206, -73.94583597081504 40.69617163684006, -73.94585002061505 40.69621691312504, -73.945873590911 40.69610375047789, -73.94591115680834 40.6961025767605, -73.94592524840962 40.69609781786901, -73.94593466609882 40.69606446640227, -73.94596297265176 40.695901270770996, -73.9459650392067 40.69586088644685, -73.94577531821143 40.69588462298206)))",,,,,,,,BGT164,79,18,Active,"11,206"
56,B,303,8,36,Mt. Lebanon Baptist Church,PRI,"MULTIPOLYGON (((-73.93209614223125 40.68255713927622, -73.93210846083063 40.68261659309782, -73.93246874648527 40.68257449174155, -73.93245642757336 40.682515037057705, -73.93209614223125 40.68255713927622)))",,,,,,,,BGT129,81,25,Not GreenThumb,"11,233"
55,B,316,8,37,Oak Grove Pentecostal Holiness Church,PRI,"MULTIPOLYGON (((-73.9093338683327 40.678092402549986, -73.90962245486016 40.67810813466083, -73.90964757982267 40.677829267586, -73.90957565878952 40.677825346975816, -73.90935899449724 40.6778135346371, -73.9093338683327 40.678092402549986)))",,,,,,,,BGT123,73,25,Not GreenThumb,"11,233"
55,B,316,9,41,Marcus Garvey Farm,PRI,"MULTIPOLYGON (((-73.90998323732254 40.664772804959085, -73.90998903344422 40.66479629226219, -73.91034876250568 40.664738474552635, -73.91017768324018 40.66404527388273, -73.90981795658746 40.664103090160566, -73.90987269773818 40.6643249014648, -73.90988892150145 40.66439064107336, -73.90990481244698 40.664455031444724, -73.90992048466359 40.66451853193178, -73.90993446205516 40.66457517725833, -73.90995007552823 40.664638433654446, -73.90996665581676 40.66470561975805, -73.90998323732254 40.664772804959085)))",,,,,,,,BGT099,73,20,Not GreenThumb,"11,212"
60,B,305,8,42,Go Vertical,PRI,"MULTIPOLYGON (((-73.87415136188852 40.66756268931872, -73.87419341113323 40.66761954260033, -73.87450456496 40.66748675817995, -73.87446251553379 40.667429905011176, -73.87415136188852 40.66756268931872)))",,,,,,,,BGT081,75,19,Active,"11,208"
41,B,318,8,45,Serenity Community Garden,BQLT,"MULTIPOLYGON (((-73.93297909512727 40.62291221321576, -73.9326532145754 40.623123659483845, -73.93299903696689 40.62310246968698, -73.93297909512727 40.62291221321576)))",,,,,,,,BGT069,63,21,Active,"11,234"
44,B,307,9,39,Prospect Farm,PRI,"MULTIPOLYGON (((-73.97675523302858 40.65431089652152, -73.9765992103723 40.65406307228864, -73.97646343439614 40.654068524231064, -73.97647295955296 40.65411959810858, -73.97652493452411 40.654398281854725, -73.97673473211626 40.65431867644645, -73.97675523302858 40.65431089652152)))",,,,,,,,BGT068,72,21,Active,"11,218"
54,B,305,8,37,BACDYS Garden (Bangladeshi American Development and Youth Services),MTA,"MULTIPOLYGON (((-73.86375733205507 40.67799983697764, -73.8637573314477 40.67800187124182, -73.86384584456171 40.67795101763751, -73.863824387058 40.67783913919369, -73.86359908119574 40.67785541208763, -73.86375733205507 40.67799983697764)))",,,,,,,,BGT067,75,19,Active,"11,208"
42,B,314,9,40,Q Gardens Community Farm,MTA/BQLT,"MULTIPOLYGON (((-73.96343868145162 40.649401504708905, -73.96319191879059 40.649497150124944, -73.96326951945936 40.649874775485046, -73.96343868145162 40.649401504708905)))",,,,,,,,BGT066,70,21,Active,"11,226"
54,B,304,8,37,Aberdeen Street Community Garden,NYRP,"MULTIPOLYGON (((-73.90541319641932 40.6836576568017, -73.90481322674606 40.68331834978887, -73.90470036009752 40.68343131236154, -73.90530048450377 40.68377275970746, -73.90541319641932 40.6836576568017)))",,,,,,,,BGT065,83,18,Active,"11,207"
60,B,305,8,42,Ying & Yang,DEP,"MULTIPOLYGON (((-73.87581736166135 40.64595871389063, -73.8756338849772 40.64571548719771, -73.87552189256836 40.64571533991754, -73.87542878716181 40.645995462559306, -73.87525393092672 40.646161103565404, -73.87517489507425 40.64627252545011, -73.87507701288426 40.64642538399309, -73.87516696511047 40.646498389470906, -73.87522701089709 40.64650560295099, -73.87528524991586 40.64647564462685, -73.87533787644604 40.64643567362467, -73.87535474076994 40.64644998763988, -73.87549380086269 40.646357215540355, -73.87555211428973 40.646287230001136, -73.8756122425473 40.64625012613765, -73.87573026050272 40.64637033790705, -73.8757302312151 40.64638606273458, -73.87579206273313 40.646441883350946, -73.87589695728444 40.64655493335408, -73.87606599063919 40.64649221440019, -73.87576404732297 40.646042074069335, -73.87577598881623 40.64600298644136, -73.87581736166135 40.64595871389063)))",,,,,,,,BGT063,75,19,Active,"11,239"
50,B,303,8,33,Myrtle Village Green (Pratt Area Community Council),DEP,"MULTIPOLYGON (((-73.9583480529782 40.69363273088197, -73.95846394947388 40.69420495685455, -73.95882445226266 40.69416338635009, -73.95876219515557 40.69385813522095, -73.95912862524018 40.69382296763249, -73.95893687319762 40.69285273985453, -73.95857847572648 40.69289343977665, -73.95871909848795 40.6936434636095, -73.95854643691602 40.69366335961476, -73.95853863511984 40.69361073983463, -73.9583480529782 40.69363273088197)))",,,,,,,,BGT062,79,25,Active,"11,205"
60,B,305,8,42,Hendrix Street Block Association Garden,NYRP,"MULTIPOLYGON (((-73.88839606399713 40.66852287221925, -73.88840866015734 40.66857185361491, -73.8885922060989 40.66854457566634, -73.88857963228558 40.668495590710315, -73.88839606399713 40.66852287221925)))",,,,,,,,BGT061,75,19,Active,"11,207"
55,B,304,8,37,Infant Jesus Community Garden,NYRP,"MULTIPOLYGON (((-73.9057909461963 40.681609856162744, -73.90608146320061 40.68177523723996, -73.90612257695459 40.68173329239871, -73.90583205884687 40.68156791232402, -73.9057909461963 40.681609856162744)))",,,,,,,,BGT060,83,18,Active,"11,207"
54,B,303,7,36,LDC of Broadway,NYRP,"MULTIPOLYGON (((-73.93698507538817 40.69770696093315, -73.93691432260135 40.69778200691227, -73.93697409411058 40.697814827321785, -73.93708705161833 40.69769501739099, -73.93698507538817 40.69770696093315)))",,,,,,,,BGT059,81,18,Active,"11,206"
55,B,316,8,41,Hull Street Playground,NYRP,"MULTIPOLYGON (((-73.91167090553323 40.67954669513974, -73.91172523112859 40.67981697592943, -73.91181686334666 40.67980650116395, -73.91176253620554 40.679536220416225, -73.91167090553323 40.67954669513974)))",,,,,,,,BGT058,73,25,Active,"11,233"
57,B,308,8,36,Westbrook Memorial Garden,BQLT,"MULTIPOLYGON (((-73.95145171965189 40.678107835491495, -73.95165056164467 40.67812056874919, -73.95166956702298 40.67783537652414, -73.95147677047397 40.67782863877362, -73.95145171965189 40.678107835491495)))",,,,,,,,BGT057,77,25,Active,"11,216"
52,B,306,9,39,Warren-St.Marks Community Garden,BANG,"MULTIPOLYGON (((-73.97934820324325 40.681189634121594, -73.97940961586406 40.681213601507686, -73.97955159132732 40.68099028038262, -73.97954880948288 40.680943055119414, -73.97944270487508 40.68090210423634, -73.97938698987055 40.6809221081984, -73.97923689918991 40.681146195796906, -73.97924194238735 40.68114816433043, -73.9790805683255 40.68138738372476, -73.97918685549786 40.68142881494631, -73.97934820324325 40.681189634121594)))",,,,,,,,BGT056,78,25,Active,"11,217"
57,B,303,8,36,United Herkimer Garden Club,BQLT,"MULTIPOLYGON (((-73.95010707365375 40.68003745476132, -73.95019333517888 40.680042109071074, -73.95021998133788 40.67975238186344, -73.95013372018565 40.679747727573464, -73.95010707365375 40.68003745476132)))",,,,,,,,BGT055,79,25,Active,"11,216"
57,B,303,8,33,Target Brooklyn (Bedford Avenue Block Association),NYRP,"MULTIPOLYGON (((-73.95553613331073 40.6921227540146, -73.95551511157515 40.692017589372895, -73.95513085217128 40.69206168420826, -73.95515186739925 40.69216684891727, -73.95553613331073 40.6921227540146)))",,,,,,,,BGT054,79,25,Active,"11,205"
55,B,308,9,41,St. John's Place Renaissance Garden,BQLT,"MULTIPOLYGON (((-73.92342792183388 40.67003681239873, -73.92348994663091 40.670037819017594, -73.92352055812879 40.669709788675064, -73.9234625323029 40.669706698237896, -73.92334326752349 40.66970034583789, -73.9233582545846 40.66975991683874, -73.92336123669678 40.66977176871275, -73.92342792183388 40.67003681239873)))",,,,,,,,BGT053,77,20,Inactive (No Group),"11,233"
52,B,307,7,39,6/15 Green Community Garden,BANG,"MULTIPOLYGON (((-73.98770200800017 40.66436796478701, -73.98762709440852 40.66433184335914, -73.98730094045055 40.664174580415626, -73.98710920233361 40.664402514820885, -73.98751001638463 40.6645962024013, -73.98770200800017 40.66436796478701)))",,,,,,,,BGT052,72,21,Active,"11,215"
60,B,305,8,42,Sheffield Garden,BQLT,"MULTIPOLYGON (((-73.89281344456302 40.66074906801013, -73.89284234900403 40.66078804050302, -73.89315578621662 40.6606512967783, -73.89308699987878 40.66055854804421, -73.89277356177556 40.660695293382844, -73.89281344456302 40.66074906801013)))",,,,,,,,BGT051,75,19,Active,"11,207"
42,B,317,9,40,Rogers/Tilden/Veronica Place Garden,BQLT,"MULTIPOLYGON (((-73.95242013460329 40.647106612577, -73.95247161563768 40.64710512279504, -73.9524760244586 40.64718133184842, -73.95262427863925 40.64717498312963, -73.95260188280871 40.64683865746063, -73.95239978273942 40.64684659220155, -73.95238848761018 40.646847800523695, -73.95239175357015 40.646895124995595, -73.95240482294514 40.64691099122813, -73.95242013460329 40.647106612577)))",,,,,,,,BGT050,67,21,Active,"11,226"
